,avgPrice,numListings
2014-09-16,50169.5571293,8.0
2014-09-17,57706.0756276,9.0
2014-09-18,65242.5941258,10.0
2014-09-19,72779.112624,11.0
2014-09-20,67456.9040499,10.0
2014-09-21,62134.6954758,9.0
2014-09-22,56812.4869018,8.0
2014-09-23,51490.2783277,7.0
2014-09-24,100560.102296,6.33333333333
2014-09-25,149629.926264,5.66666666667
2014-09-26,198699.750233,5.0
2014-09-27,152164.935788,4.75
2014-09-28,105630.121343,4.5
2014-09-29,59095.3068974,4.25
2014-09-30,12560.4924523,4.0
2014-10-01,17827.0165519,3.5
2014-10-02,23093.5406516,3.0
2014-10-03,28360.0647513,2.5
2014-10-04,33626.588851,2.0
2014-10-05,26545.54593,2.0
2014-10-06,19464.503009,2.0
2014-10-07,12383.460088,2.0
2014-10-08,5302.417167,2.0
2014-10-09,67789.5586443,2.66666666667
2014-10-10,130276.700122,3.33333333333
2014-10-11,192763.841599,4.0
2014-10-12,158135.067616,4.0
2014-10-13,123506.293634,4.0
2014-10-14,88877.5196511,4.0
2014-10-15,54248.7456685,4.0
2014-10-16,95145.2418548,4.0
2014-10-17,136041.738041,4.0
2014-10-18,176938.234227,4.0
2014-10-19,217834.730414,4.0
2014-10-20,258731.2266,4.0
2014-10-21,180642.178838,4.5
2014-10-22,102553.131076,5.0
2014-10-23,117625.18003,6.5
2014-10-24,132697.228984,8.0
2014-10-25,147769.277937,9.5
2014-10-26,162841.326891,11.0
2014-10-27,372585.98001,2.0
2014-10-28,228718.776093,5.5
2014-10-29,84851.572176,9.0
2014-10-30,113139.520136,9.33333333333
2014-10-31,141427.468096,9.66666666667
2014-11-01,169715.416057,10.0
2014-11-02,203924.963212,10.0
2014-11-03,238134.510368,10.0
2014-11-04,238913.618797,12.3333333333
2014-11-05,239692.727225,14.6666666667
2014-11-06,240471.835653,17.0
2014-11-07,229600.735428,17.0
2014-11-08,218729.635202,17.0
2014-11-09,207858.534977,17.0
2014-11-10,196987.434752,17.0
2014-11-11,186116.334527,17.0
2014-11-12,193648.673722,18.0
2014-11-13,201181.012918,19.0
2014-11-14,208713.352114,20.0
2014-11-15,254717.14431,20.0
2014-11-16,244283.412033,19.0
2014-11-17,260872.732093,26.0
2014-11-18,277462.052153,33.0
2014-11-19,252220.921571,19.0
2014-11-20,217851.30459,21.0
2014-11-21,183481.687609,23.0
2014-11-22,191875.472837,29.0
2014-11-23,170007.019794,23.0
2014-11-24,243503.918237,24.0
2014-11-25,121270.841937,7.0
2014-11-26,146890.338934,12.0
2014-11-27,172509.835931,17.0
2014-11-28,198129.332928,22.0
2014-11-29,223748.829925,27.0
2014-11-30,226083.542487,26.0
2014-12-01,228418.255049,25.0
2014-12-02,230752.967611,24.0
2014-12-03,233087.680172,23.0
2014-12-04,235422.392734,22.0
2014-12-05,207149.228248,22.0
2014-12-06,178876.063762,22.0
2014-12-07,73279.28564,4.0
2014-12-08,103889.296881,8.28571428571
2014-12-09,134499.308121,12.5714285714
2014-12-10,165109.319362,16.8571428571
2014-12-11,195719.330603,21.1428571429
2014-12-12,226329.341843,25.4285714286
2014-12-13,256939.353084,29.7142857143
2014-12-14,287549.364325,34.0
2014-12-15,275437.068133,33.8333333333
2014-12-16,263324.771941,33.6666666667
2014-12-17,251212.475749,33.5
2014-12-18,239100.179558,33.3333333333
2014-12-19,226987.883366,33.1666666667
2014-12-20,214875.587174,33.0
2014-12-21,168118.588461,20.0
2014-12-22,141093.462173,17.6666666667
2014-12-23,114068.335885,15.3333333333
2014-12-24,87043.2095961,13.0
2014-12-25,157905.954955,13.75
2014-12-26,228768.700314,14.5
2014-12-27,299631.445673,15.25
2014-12-28,370494.191032,16.0
2014-12-29,335723.077925,15.0
2014-12-30,300951.964818,14.0
2014-12-31,266180.85171,13.0
2015-01-01,231409.738603,12.0
2015-01-02,196638.625496,11.0
2015-01-03,195761.429323,12.0
2015-01-04,194884.23315,13.0
2015-01-05,194007.036977,14.0
2015-01-06,193129.840804,15.0
2015-01-07,240173.329502,8.0
2015-01-08,287216.8182,1.0
2015-01-09,268432.450267,3.0
2015-01-10,235516.026433,3.0
2015-01-11,202599.6026,3.0
2015-01-12,169683.178767,3.0
2015-01-13,136766.754933,3.0
2015-01-14,103850.3311,3.0
2015-01-15,106243.627963,6.5
2015-01-16,108636.924826,10.0
2015-01-17,117887.033023,9.4
2015-01-18,127137.141219,8.8
2015-01-19,136387.249416,8.2
2015-01-20,145637.357613,7.6
2015-01-21,154887.465809,7.0
2015-01-22,193941.259183,10.3333333333
2015-01-23,232995.052556,13.6666666667
2015-01-24,272048.845929,17.0
2015-01-25,249091.668505,19.4
2015-01-26,226134.491081,21.8
2015-01-27,203177.313656,24.2
2015-01-28,180220.136232,26.6
2015-01-29,157262.958808,29.0
2015-01-30,142909.940021,21.3333333333
2015-01-31,128556.921235,13.6666666667
2015-02-01,114203.902449,6.0
2015-02-02,320259.767607,5.0
2015-02-03,224002.040998,4.66666666667
2015-02-04,127744.314388,4.33333333333
2015-02-05,31486.5877785,4.0
2015-02-06,74735.5602436,4.5
2015-02-07,117984.532709,5.0
2015-02-08,161233.505174,5.5
2015-02-09,204482.477639,6.0
2015-02-10,105033.179604,4.0
2015-02-11,5583.881568,2.0
2015-02-12,25918.3043913,3.83333333333
2015-02-13,46252.7272145,5.66666666667
2015-02-14,66587.1500378,7.5
2015-02-15,86921.572861,9.33333333333
2015-02-16,107255.995684,11.1666666667
2015-02-17,127590.418508,13.0
2015-02-18,114223.795749,14.0
2015-02-19,100857.17299,15.0
2015-02-20,92289.128361,9.5
2015-02-21,83721.083732,4.0
2015-02-22,81998.08719,6.2
2015-02-23,80275.0906479,8.4
2015-02-24,78552.0941059,10.6
2015-02-25,76829.0975638,12.8
2015-02-26,75106.1010218,15.0
2015-02-27,49392.8221209,8.0
2015-02-28,23679.54322,1.0
2015-03-01,44459.8049457,8.33333333333
2015-03-02,65240.0666714,15.6666666667
2015-03-03,86020.328397,23.0
2015-03-04,131553.210665,21.75
2015-03-05,177086.092934,20.5
2015-03-06,222618.975202,19.25
2015-03-07,268151.857471,18.0
2015-03-08,245252.917825,16.8888888889
2015-03-09,222353.978179,15.7777777778
2015-03-10,199455.038533,14.6666666667
2015-03-11,176556.098887,13.5555555556
2015-03-12,153657.159241,12.4444444444
2015-03-13,130758.219596,11.3333333333
2015-03-14,107859.27995,10.2222222222
2015-03-15,84960.3403041,9.11111111111
